time[s],thrust[N]
4.4034,35.82418739
4.4036,35.86659897
4.4038,35.90900763
4.404,35.86420419
4.4042,35.81940365
4.4044,35.68740265
4.4046,35.77341155
4.4048,35.68501952
4.405,35.72742528
4.4052,35.5518488
4.4054,35.63785041
4.4056,35.59306735
4.4058,35.5482872
4.406,35.63428008
4.4062,35.50232422
4.4064,35.63189986
4.4066,35.58712408
4.4068,35.54235121
4.407,35.58474677
4.4072,35.4528142
4.4074,35.40805006
4.4076,35.36328883
4.4078,35.27495357
4.408,35.40450156
4.4082,35.31617067
4.4084,35.27141818
4.4086,35.18309748
4.4088,35.22549159
4.409,35.18074638
4.4092,35.09243733
4.4094,35.22196057
4.4096,35.17721972
4.4098,35.26316894
4.41,35.43623418
4.4102,35.26081201
4.4104,35.34674957
4.4106,35.30201164
4.4108,35.34438682
4.411,35.3867591
4.4112,35.34202407
4.4114,35.38439343
4.4116,35.25256276
4.4118,35.2513843
4.412,35.25020584
4.4122,35.24902737
4.4124,35.24784891
4.4126,35.24667044
4.4128,35.33257307
4.413,35.50554805
4.4132,35.19959742
4.4134,35.32902894
4.4136,35.24077813
4.4138,35.23959966
4.414,35.32548482
4.4142,35.23724273
4.4144,35.23606427
4.4146,35.27841325
4.4148,35.3642853
4.415,35.36310247
4.4152,35.36191964
4.4154,35.31721519
4.4156,35.14195316
4.4158,35.22781503
4.416,35.18311931
4.4162,35.26897389
4.4164,35.26779397
4.4166,35.1360754
4.4168,35.22192271
4.417,35.17723427
4.4172,35.30658281
4.4174,35.39241556
4.4176,35.30422006
4.4178,35.21603039
4.418,35.3888627
4.4182,35.38767841
4.4184,35.38649413
4.4186,35.55930314
4.4188,35.38412555
4.419,35.55692292
4.4192,35.4687449
4.4194,35.4675577
4.4196,35.4663705
4.4198,35.4651833
4.42,35.55097237
4.4202,35.41932222
4.4204,35.4616217
4.4206,35.41695074
4.4208,35.24183575
4.421,35.50154096
4.4212,35.41339351
4.4214,35.49916365
4.4216,35.41102202
4.4218,35.45331131
4.422,35.32170338
4.4222,35.36399267
4.4224,35.31933772
4.4226,35.10080884
4.4228,35.2735043
4.423,35.18539033
4.4232,35.09728218
4.4234,35.05264325
4.4236,35.09493108
4.4238,35.09375553
4.424,35.09257998
4.4242,35.13486199
4.4244,35.00331666
4.4246,35.00214402
4.4248,34.95751818
4.425,34.99979874
4.4252,34.95517581
4.4254,34.9105558
4.4256,34.90938607
4.4258,34.99510817
4.426,34.90704662
4.4262,34.86243388
4.4264,34.99159025
4.4266,34.77321715
4.4268,34.85892906
4.427,34.81432361
4.4272,34.72628534
4.4274,34.72512143
4.4276,34.59365908
4.4278,34.72279362
4.428,34.67819981
4.4282,34.50332358
4.4284,34.58902093
4.4286,34.54443586
4.4288,34.4998537
4.429,34.45527445
4.4292,34.49754044
4.4294,34.58322324
4.4296,34.45180893
4.4298,34.58090417
4.43,34.31925257
4.4302,34.27468787
4.4304,34.14330123
4.4306,34.27238918
4.4308,34.31464935
4.431,34.22668242
4.4312,34.13872131
4.4314,34.26779179
4.4316,34.17983505
4.4318,34.17868861
4.432,34.30774453
4.4322,34.13299641
4.4324,34.26204505
4.4326,34.47787779
4.4328,34.0861665
4.433,34.2152035
4.4332,34.12727151
4.4334,34.12612653
4.4336,34.16837069
4.4338,34.16722425
4.434,34.16607782
4.4342,34.12154661
4.4344,34.25055158
4.4346,34.29278409
4.4348,34.29163329
4.435,34.29048249
4.4352,34.28933168
4.4354,34.67856521
4.4356,34.41715382
4.4358,34.37262552
4.436,34.37147181
4.4362,34.45705852
4.4364,34.41253313
4.4366,34.36801067
4.4368,34.3234911
4.437,34.45243201
4.4372,34.40791245
4.4374,34.40675728
4.4376,34.31888207
4.4378,34.27437124
4.438,34.31657755
4.4382,34.7923375
4.4384,34.27091883
4.4386,34.26976803
4.4388,34.26861723
4.439,34.26746642
4.4392,34.17961886
4.4394,34.30851174
4.4396,34.26401401
4.4398,34.34955123
4.44,34.34839751
4.4402,34.3472438
4.4404,34.47610901
4.4406,34.34493637
4.4408,34.43045611
4.441,34.25595839
4.4412,34.29814141
4.4414,34.34032151
4.4416,34.29583689
4.4418,34.29468463
4.442,34.33686037
4.4422,34.33570665
4.4424,34.33455294
4.4426,34.20342834
4.4428,34.24560116
4.443,34.20112964
4.4432,34.19998029
4.4434,34.24214875
4.4436,34.15436525
4.4438,34.93288543
4.444,34.15206947
4.4442,34.06429761
4.4444,34.14977368
4.4446,33.97538951
4.4448,34.01755506
4.445,33.97310538
4.4452,33.9286586
4.4454,33.97082124
4.4456,33.79647201
4.4458,33.75203543
4.446,33.79419952
4.4462,33.70646843
4.4464,33.92181493
4.4466,33.8340853
4.4468,33.57318926
4.447,33.6586435
4.4472,33.57093133
4.4474,33.61309105
4.4476,33.48209893
4.4478,33.48097288
4.448,33.47984682
4.4482,33.47872077
4.4484,33.4343133
4.4486,33.47646866
4.4488,33.4753426
4.449,33.38766247
4.4492,33.55964167
4.4494,34.29417292
4.4496,33.29774769
4.4498,33.25335624
4.45,33.25223747
4.4502,33.16458208
4.4504,33.12019936
4.4506,32.98928877
4.4508,33.03144267
4.451,33.07359366
4.4512,32.89943659
4.4514,33.02810818
4.4516,32.98373857
4.4518,32.93937187
4.452,32.89500808
4.4522,32.54787096
4.4524,32.89279382
4.4526,32.84843586
4.4528,32.84733019
4.453,32.71648074
4.4532,32.67213296
4.4534,32.80076815
4.4536,32.6266897
4.4538,32.62559131
4.454,32.62449291
4.4542,32.58015533
4.4544,32.57905839
4.4546,32.4914889
4.4548,32.44716005
4.455,34.1321688
4.4552,32.48820682
4.4554,32.48711279
4.4556,32.44278976
4.4558,32.44169719
4.456,32.57028289
4.4562,32.48273668
4.4564,32.52486584
4.4566,32.48054863
4.4568,32.6091154
4.457,32.69445463
4.4572,32.65013597
4.4574,32.60582022
4.4576,32.64793627
4.4578,32.12828059
4.458,32.6889481
4.4582,32.60142664
4.4584,32.55711963
4.4586,32.51281553
4.4588,32.51172005
4.459,32.59703307
4.4592,32.59593468
4.4594,32.59483628
4.4596,32.550538
4.4598,32.59263949
4.46,32.5915411
4.4602,32.59044271
4.4604,32.50295619
4.4606,34.18637228
4.4608,32.54395638
4.461,32.58604913
4.4612,32.49857426
4.4614,32.36791844
4.4616,32.58275395
4.4618,32.49528782
4.462,32.58055716
4.4622,32.53627781
4.4624,32.49200137
4.4626,32.66361807
4.4628,32.57616359
4.463,32.48871492
4.4632,32.48761944
4.4634,32.35700729
4.4636,32.57177001
4.4638,32.52750231
4.464,32.52640537
4.4642,32.56847483
4.4644,32.52421149
4.4646,32.47995107
4.4648,32.56517965
4.465,32.56408126
4.4652,32.56298286
4.4654,32.56188447
4.4656,32.47447365
4.4658,32.38706867
4.466,32.38597609
4.4662,34.19726087
4.4664,32.29749019
4.4666,32.42584731
4.4668,32.38160581
4.467,32.38051324
4.4672,32.33627611
4.4674,32.3783281
4.4676,32.37723553
4.4678,32.28986257
4.468,32.24563418
4.4682,32.28768326
4.4684,32.24345777
4.4686,32.24236957
4.4688,32.11188261
4.469,31.67948418
4.4692,32.06658494
4.4694,32.02237401
4.4696,32.06442018
4.4698,31.97708652
4.47,32.06225542
4.4702,31.93180486
4.4704,31.97384812
4.4706,31.97276865
4.4708,31.92857082
4.471,31.97060971
4.4712,31.9264148
4.4714,31.92533679
4.4716,31.79492118
4.4718,33.30273528
4.472,31.70655464
4.4722,31.61926757
4.4724,31.61819975
4.4726,31.61713193
4.4728,31.52985651
4.473,31.57189394
4.4732,31.4846258
4.4734,31.44046291
4.4736,31.52559687
4.4738,31.43833891
4.474,31.48037198
4.4742,31.52240214
4.4744,31.43515292
4.4746,31.17554674
4.4748,31.51920741
4.475,31.5181425
4.4752,31.34473226
4.4754,31.42984293
4.4756,31.42878093
4.4758,31.21230912
4.476,31.34049592
4.4762,31.21019968
4.4764,31.12298977
4.4766,31.20809024
4.4768,31.16396084
4.477,31.16290758
4.4772,31.16185431
4.4774,33.01282463
4.4776,31.11667893
4.4778,31.02949231
4.478,31.07150936
4.4782,31.19965249
4.4784,31.06940866
4.4786,31.15448147
4.4788,31.02424783
4.479,31.10931627
4.4792,31.02215004
4.4794,31.02110114
4.4796,30.97699794
4.4798,30.84679196
4.48,31.01795445
4.4802,30.41420647
4.4804,30.75756579
4.4806,30.75652563
4.4808,30.75548547
4.481,30.79748941
4.4812,30.75340515
4.4814,30.66628259
4.4816,30.75132482
4.4818,30.75028466
4.482,30.92139183
4.4822,30.74820434
4.4824,30.91929986
4.4826,30.96128634
4.4828,30.9602389
4.483,32.2070485
4.4832,31.08722831
4.4834,31.00012322
4.4836,30.99907432
4.4838,30.86895424
4.484,30.86790971
4.4842,30.69478191
4.4844,30.65072384
4.4846,30.77874031
4.4848,30.69166579
4.485,30.77665707
4.4852,30.77561546
4.4854,30.90361009
4.4856,30.98858536
4.4858,30.47142641
4.486,30.98648757
4.4862,30.89942615
4.4864,30.94138497
4.4866,30.98334088
4.4868,30.98229199
4.487,30.89524222
4.4872,30.80819827
4.4874,30.67816262
4.4876,30.76311605
4.4878,30.6330906
4.488,30.80402598
4.4882,30.6740078
4.4884,30.5869886
4.4886,32.43447079
4.4888,30.67089169
4.489,30.6268671
4.4892,30.58284543
4.4894,30.58180964
4.4896,30.62375535
4.4898,30.66569816
4.49,30.53572366
4.4902,30.70659789
4.4904,30.7915091
4.4906,30.83344026
4.4908,30.70347741
4.491,30.65946593
4.4912,30.65842722
4.4914,30.14176761
4.4916,30.57041591
4.4918,30.39751812
4.492,30.43945219
4.4922,30.39545818
4.4924,30.26554482
4.4926,30.35043856
4.4928,30.2205354
4.493,30.30542477
4.4932,30.30439771
4.4934,30.30337066
4.4936,30.3023436
4.4938,30.34426748
4.494,30.38618845
4.4942,31.63065127
4.4944,30.29823536
4.4946,30.2972083
4.4948,30.08146295
4.495,29.95161655
4.4952,29.99354189
4.4954,29.94958573
4.4956,29.99150815
4.4958,29.77580938
4.496,29.81773472
4.4962,29.90259061
4.4964,29.85864464
4.4966,29.85763214
4.4968,29.72783234
4.497,29.38340303
4.4972,29.76874226
4.4974,29.8106574
4.4976,29.85256964
4.4978,29.63694803
4.498,29.72178354
4.4982,29.67785649
4.4984,29.63393236
4.4986,29.67584314
4.4988,29.67483646
4.499,29.6309167
4.4992,29.62991147
4.4994,29.45726555
4.4996,29.58499231
4.4998,30.99992827
4.5,29.41136154
4.5002,29.4103636
4.5004,29.40936566
4.5006,29.45126916
4.5008,29.40736977
4.501,29.53506742
4.5012,29.57696218
4.5014,29.66174966
4.5016,29.57495465
4.5018,29.57395089
4.502,29.65872962
4.5022,29.61483315
4.5024,29.48516291
4.5026,29.14106699
4.5028,29.44027578
4.503,29.52504432
4.5032,29.52404201
4.5034,29.43727758
4.5036,29.43627818
4.5038,29.60679138
4.504,29.64866285
4.5042,29.64765617
4.5044,29.60377571
4.5046,29.77425979
4.5048,29.64463614
4.505,29.85797653
4.5052,29.81409461
4.5054,31.22767666
4.5056,29.8977997
4.5058,29.98251147
4.506,29.98149315
4.5062,29.89475347
4.5064,29.89373805
4.5066,30.02129594
4.5068,30.02027616
4.507,30.01925638
4.5072,29.9753832
4.5074,30.01721682
4.5076,30.01619704
4.5078,30.0580263
4.508,29.97130991
4.5082,29.88459934
4.5084,29.88358393
4.5086,29.92541173
4.5088,29.96723661
4.509,30.05189888
4.5092,30.05087765
4.5094,30.04985641
4.5096,30.00599925
4.5098,30.04781394
4.51,30.04679271
4.5102,30.04577147
4.5104,30.00192013
4.5106,30.08655765
4.5108,30.08553496
4.511,30.55559539
4.5112,30.08348958
4.5114,29.91117557
4.5116,30.03862282
4.5118,30.03760159
4.512,30.16503572
4.5122,30.07837612
4.5124,30.03453788
4.5126,29.94788846
4.5128,29.98968277
4.513,29.98866299
4.5132,29.98764321
4.5134,30.1578565
4.5136,29.94279684
4.5138,30.19861065
4.514,29.98356409
4.5142,30.11095165
4.5144,30.1099275
4.5146,30.19450242
4.5148,30.06508113
4.515,30.02126182
4.5152,30.10583091
4.5154,30.10480677
4.5156,30.10378262
4.5158,29.93159527
4.516,29.97336629
4.5162,29.84398285
4.5164,29.9285403
4.5166,30.09866188
4.5168,29.84093661
4.517,29.75435707
4.5172,29.83890579
4.5174,29.79511122
4.5176,29.87965266
4.5178,29.75030707
4.518,29.74929457
4.5182,29.7910554
4.5184,29.83281332
4.5186,29.66071623
4.5188,29.61693768
4.519,29.74423207
4.5192,29.57215537
4.5194,29.65667787
4.5196,29.52737887
4.5198,29.56913533
4.52,29.65364911
4.5202,29.43884566
4.5204,29.48060067
4.5206,29.52235277
4.5208,29.39308433
4.521,29.47758937
4.5212,29.39108262
4.5214,29.39008177
4.5216,29.47457808
4.5218,29.34533293
4.522,29.34433354
4.5222,29.30058992
4.5224,29.3850775
4.5226,29.17037013
4.5228,29.2975961
4.523,29.25385976
4.5232,29.21012634
4.5234,29.25186679
4.5236,29.16540226
4.5238,29.07894356
4.524,29.16341511
4.5242,29.16242153
4.5244,29.07597156
4.5246,29.11770765
4.5248,29.11671553
4.525,29.32934256
4.5252,29.07200891
4.5254,29.11373917
4.5256,29.15546651
4.5258,29.02631891
4.526,29.06804626
4.5262,28.9816254
4.5264,29.02335129
4.5266,29.02236208
4.5268,29.10679433
4.527,29.06309294
4.5272,29.14751791
4.5274,29.06111161
4.5276,29.14553076
4.5278,29.05913029
4.528,29.1862456
4.5282,29.22795111
4.5284,29.09885738
4.5286,29.22595814
4.5288,29.0114808
4.529,29.26665988
4.5292,29.18027542
4.5294,29.22197219
4.5296,29.17828536
4.5298,29.26266811
4.53,29.21898273
4.5302,29.13261428
4.5304,29.25967428
4.5306,29.51477476
4.5308,29.2576784
4.531,29.25668045
4.5312,29.21300381
4.5314,29.25468457
4.5316,29.12565926
4.5318,29.21001435
4.532,29.12367211
4.5322,29.20802138
4.5324,29.20702489
4.5326,29.2060284
4.5328,29.24769897
4.533,29.24670103
4.5332,29.20303894
4.5334,29.24470514
4.5336,29.2437072
4.5338,29.32802881
4.534,29.28436964
4.5342,29.3260271
4.5344,29.32502625
4.5346,29.23871749
4.5348,29.36567704
4.535,29.27937265
4.5352,29.23572366
4.5354,29.32002198
4.5356,29.31902112
4.5358,29.31802027
4.536,29.23173189
4.5362,29.6145147
4.5364,29.40029941
4.5366,29.22873806
4.5368,29.313016
4.537,29.26937866
4.5372,29.31101429
4.5374,29.35264701
4.5376,29.30901258
4.5378,29.26538107
4.538,29.30701087
4.5382,29.39126552
4.5384,29.26238287
4.5386,29.13350897
4.5388,29.26038408
4.539,29.1315189
4.5392,29.21576481
4.5394,29.00167181
4.5396,29.00068114
4.5398,28.95707438
4.54,28.99869982
4.5402,28.91248277
4.5404,29.08194195
4.5406,29.08094838
4.5408,29.0799548
4.541,28.9937465
4.5412,29.03536175
4.5414,29.07697408
4.5416,28.99077451
4.5418,29.16019002
4.542,28.81839283
4.5422,28.81740799
4.5424,28.7312288
4.5426,28.68765115
4.5428,28.72926494
4.543,28.6430974
4.5432,28.59952703
4.5434,28.72631916
4.5436,28.55498347
4.5438,28.7243553
4.544,28.63820231
4.5442,28.67980737
4.5444,28.72140951
4.5446,28.50752178
4.5448,28.63428624
4.545,28.46299423
4.5452,28.46202104
4.5454,28.54619852
4.5456,28.46007465
4.5458,28.45910146
4.546,28.45812826
4.5462,28.28687701
4.5464,28.45618188
4.5466,28.37007547
4.5468,28.41167034
4.547,28.28300753
4.5472,28.32460239
4.5474,28.45131591
4.5476,28.23754609
4.5478,28.27913804
4.548,28.23561426
4.5482,28.40486818
4.5484,28.36134294
4.5486,28.36037265
4.5488,28.35940237
4.549,28.35843209
4.5492,28.35746181
4.5494,28.44158397
4.5496,28.31297648
4.5498,28.31200765
4.55,28.31103882
4.5502,28.1399084
4.5504,28.30910117
4.5506,28.39320732
4.5508,28.30716352
4.551,28.30619469
4.5512,28.39029211
4.5514,28.43185203
4.5516,28.43087884
4.5518,28.5574919
4.552,28.42893245
4.5522,28.51301094
4.5524,28.46951045
4.5526,28.4685358
4.5528,28.42503968
4.553,28.55162653
4.5532,28.33805617
4.5534,28.33708589
4.5536,28.4211469
4.5538,28.42017371
4.554,28.504226
4.5542,28.50324989
4.5544,28.50227378
4.5546,28.45878931
4.5548,28.50032157
4.555,28.58435638
4.5552,28.49836936
4.5554,28.49739326
4.5556,28.58141933
4.5558,28.49544105
4.556,28.40946858
4.5562,28.49348884
4.5564,28.61999853
4.5566,28.49153663
4.5568,28.57554523
4.557,28.61705712
4.5572,28.48860831
4.5574,28.61509617
4.5576,28.4866561
4.5578,28.48568
4.558,28.44222027
4.5582,28.52620995
4.5584,28.48275168
4.5586,28.56673408
4.5588,28.56575506
4.559,28.43734702
4.5592,28.39389748
4.5594,28.43539772
4.5596,28.3919511
4.5598,28.43344842
4.56,28.43247377
4.5602,28.47396673
4.5604,28.47299063
4.5606,28.30215573
4.5608,28.38611193
4.561,28.2152916
4.5612,28.1718639
4.5614,28.08598024
4.5616,28.08501723
4.5618,28.25387808
4.562,28.08309123
4.5622,28.16703433
4.5624,28.08116522
4.5626,28.08020222
4.5628,28.07923922
4.563,28.07827621
4.5632,27.99242167
4.5634,27.99146158
4.5636,27.99050149
4.5638,27.90465859
4.564,27.90370141
4.5642,27.94518273
4.5644,27.85935002
4.5646,27.73108755
4.5648,27.81500445
4.565,27.72918484
4.5652,27.72823348
4.5654,27.76971188
4.5656,27.64147417
4.5658,27.72537941
4.566,27.63957728
4.5662,27.5962049
4.5664,27.55283543
4.5666,27.63673194
4.5668,27.6357835
4.567,27.54999883
4.5672,27.59146995
4.5674,27.54810777
4.5676,27.54716223
4.5678,27.5462167
4.568,27.46044951
4.5682,27.50191626
4.5684,27.45856427
4.5686,27.41521518
4.5688,27.45667902
4.569,27.32852574
4.5692,27.45479378
4.5694,27.36904988
4.5696,27.41050935
4.5698,27.45196592
4.57,27.23904193
4.5702,27.36529104
4.5704,27.44913805
4.5706,27.36341162
4.5708,27.27769101
4.571,27.27675421
4.5712,27.31820495
4.5714,27.40203886
4.5716,27.23155919
4.5718,27.35777336
4.572,27.27207022
4.5722,27.22875316
4.5724,27.22781782
4.5726,27.22688247
4.5728,27.35307481
4.573,27.26738623
4.5732,27.35119539
4.5734,27.30788415
4.5736,27.3069459
4.5738,27.39074487
4.574,27.30506939
4.5742,27.43122824
4.5744,27.38792138
4.5746,27.30225463
4.5748,27.38603904
4.575,27.42745776
4.5752,27.38415671
4.5754,27.51028644
4.5756,27.42462989
4.5758,27.38133322
4.576,27.38039205
4.5762,27.42180203
4.5764,27.46320909
4.5766,27.50461324
4.5768,27.41897416
4.577,27.41803154
4.5772,27.41708892
4.5774,27.37380389
4.5776,27.49988558
4.5778,27.41426106
4.578,27.37098039
4.5782,27.32770264
4.5784,27.45376832
4.5786,27.3681569
4.5788,27.40954795
4.579,27.36627456
4.5792,27.4076627
4.5794,27.49137578
4.5796,27.40577746
4.5798,27.48948471
4.58,27.4462157
4.5802,27.48759365
4.5804,27.48664811
4.5806,27.31642612
4.5808,27.40012173
4.581,27.48381151
4.5812,27.48286598
4.5814,27.31266728
4.5816,27.31172757
4.5818,27.39540863
4.582,27.52139277
4.5822,27.30890844
4.5824,27.35027475
4.5826,27.30702903
4.5828,27.39069552
4.583,27.30514961
4.5832,27.38881027
4.5834,27.38786765
4.5836,27.42922231
4.5838,27.25909494
4.584,27.30045106
4.5842,27.29951135
4.5844,27.25628018
4.5846,27.25534193
4.5848,27.16982659
4.585,27.08431707
4.5852,27.1679559
4.5854,27.04016803
4.5856,27.08151978
4.5858,27.08058735
4.586,27.07965492
4.5862,27.20555754
4.5864,27.07779005
4.5866,27.28823483
4.5868,27.16047316
4.587,27.20181035
4.5872,26.98951818
4.5874,26.98858867
4.5876,27.19899995
4.5878,26.98672963
4.588,26.98580011
4.5882,26.85807921
4.5884,26.8994164
4.5886,26.77170714
4.5888,26.89756318
4.589,26.81212063
4.5892,26.81119694
4.5894,26.72576312
4.5896,26.80934955
4.5898,26.7661737
4.59,26.89200354
4.5902,26.80657846
4.5904,26.80565476
4.5906,26.80473107
4.5908,26.88829711
4.591,26.76064026
4.5912,26.84420194
4.5914,26.80103628
4.5916,26.63115641
4.5918,26.63023853
4.592,26.58708453
4.5922,26.62840279
4.5924,26.58525169
4.5926,26.54210351
4.5928,26.37226731
4.593,26.54027359
4.5932,26.45490383
4.5934,26.53844367
4.5936,26.45307973
4.5938,26.49439071
4.594,26.57792036
4.5942,26.53478382
4.5944,26.53386886
4.5946,26.57517111
4.5948,26.48982319
4.595,26.3622668
4.5952,26.44578334
4.5954,26.44487129
4.5956,26.40174931
4.5958,26.40083872
4.596,26.35772111
4.5962,26.27240085
4.5964,26.27149462
4.5966,26.39719635
4.5968,26.31188336
4.597,26.43757489
4.5972,26.52105941
4.5974,26.39355397
4.5976,26.39264338
4.5978,26.51831452
4.598,26.43301464
4.5982,26.5164846
4.5984,26.47338009
4.5986,26.47246659
4.5988,26.59811299
4.599,26.51282476
4.5992,26.5119098
4.5994,26.4266303
4.5996,26.42571825
4.5998,26.4248062
4.6,26.50824995
4.6002,26.4229821
4.6004,26.42207005
4.6006,26.46333154
4.6008,26.37807388
4.601,26.4193339
4.6012,26.46059102
4.6014,26.41750981
4.6016,26.62742903
4.6018,26.6265097
4.602,26.62559037
4.6022,26.58250916
4.6024,26.58159128
4.6026,26.53851444
4.6028,26.53759802
4.603,26.41021341
4.6032,26.53576519
4.6034,26.74561453
4.6036,26.44962896
4.6038,26.40656521
4.604,26.40565316
4.6042,26.48903577
4.6044,26.40382906
4.6046,26.48720585
4.6048,26.40200497
4.605,26.52751743
4.6052,26.40018087
4.6054,26.5256846
4.6056,26.39835677
4.6058,26.56598745
4.606,26.39653267
4.6062,26.47988616
4.6064,26.39470857
4.6066,26.39379652
4.6068,26.26649927
4.607,26.34984548
4.6072,26.22255841
4.6074,26.26377622
4.6076,26.3471137
4.6078,26.21983973
4.608,26.26105318
4.6082,26.21802728
4.6084,26.21712106
4.6086,26.21621483
4.6088,26.17319476
4.609,26.34073955
4.6092,26.21349615
4.6094,26.12837097
4.6096,26.16957568
4.6098,26.08445777
4.61,26.12566103
4.6102,25.99844675
4.6104,26.03965
4.6106,26.08085034
4.6108,25.99574991
4.611,25.95275313
4.6112,25.95185564
4.6114,25.82467339
4.6116,25.90796719
4.6118,25.82288715
4.612,25.82199402
4.6122,25.8211009
4.6124,25.82020777
4.6126,25.77722847
4.6128,25.73425207
4.613,25.8175284
4.6132,25.69038983
4.6134,25.77366179
4.6136,25.64653341
4.6138,25.56149121
4.614,25.6868348
4.6142,25.51764789
4.6144,25.55883804
4.6146,25.72624016
4.6148,25.51499909
4.615,25.59825359
4.6152,25.51323323
4.6154,25.5964819
4.6156,25.51146736
4.6158,25.55264732
4.616,25.5097015
4.6162,25.55087854
4.6164,25.54999415
4.6166,25.5070527
4.6168,25.50616976
4.617,25.50528683
4.6172,25.5044039
4.6174,25.46146972
4.6176,25.50263803
4.6178,25.5017551
4.618,25.50087217
4.6182,25.49998923
4.6184,25.54115027
4.6186,25.54026588
4.6188,25.53938149
4.619,25.6225763
4.6192,25.57965085
4.6194,25.62080169
4.6196,25.74602009
4.6198,25.70309464
4.62,25.70220443
4.6202,25.70131422
4.6204,25.74245342
4.6206,25.61547789
4.6208,25.5725641
4.621,25.69775337
4.6212,25.61281599
4.6214,25.65395082
4.6216,25.69508274
4.6218,25.61015409
4.622,25.65128455
4.6222,25.56636318
4.6224,25.77555159
4.6226,25.60660489
4.6228,25.68974146
4.623,25.73086173
4.6232,25.64595201
4.6234,25.60305569
4.6236,25.68618061
4.6238,25.55927643
4.624,25.64239699
4.6242,25.64150823
4.6244,25.59861918
4.6246,25.68172955
4.6248,25.68083934
4.625,25.51196543
4.6252,25.51108104
4.6254,25.67816871
4.6256,25.63528694
4.6258,25.88633878
4.626,25.63350942
4.6262,25.59063348
4.6264,25.58974618
4.6266,25.58885888
4.6268,25.67193722
4.627,25.71302837
4.6272,25.58619698
4.6274,25.66926658
4.6276,25.66837637
4.6278,25.66748616
4.628,25.62462186
4.6282,25.45584258
4.6284,25.49693082
4.6286,25.41210699
4.6288,25.49516204
4.629,25.45231085
4.6292,25.49339327
4.6294,25.57643667
4.6296,25.49162449
4.6298,25.36485715
4.63,25.44789618
4.6302,25.23722289
4.6304,25.36221708
4.6306,25.36133706
4.6308,25.27654963
4.631,25.27567252
4.6312,25.19089383
4.6314,25.44171565
4.6316,25.23109331
4.6318,25.18827123
4.632,25.27128698
4.6322,25.14457932
4.6324,25.18564864
4.6326,25.26865565
4.6328,25.22583939
4.633,25.18302604
4.6332,25.09827937
4.6334,25.05547331
4.6336,25.01267015
4.6338,25.09566551
4.634,25.0109334
4.6342,25.80671519
4.6344,24.96726915
4.6346,24.92447619
4.6348,24.92361073
4.635,24.92274526
4.6352,24.83803645
4.6354,24.8371739
4.6356,24.83631135
4.6358,24.8773661
4.636,24.79267039
4.6362,24.87563808
4.6364,24.83286114
4.6366,24.74817561
4.6368,24.66349591
4.637,24.57882203
4.6372,24.66178246
4.6374,24.61902006
4.6376,24.660069
4.6378,24.57540677
4.638,24.57455295
4.6382,24.57369913
4.6384,24.57284532
4.6386,24.61388843
4.6388,24.65492863
4.639,24.61217788
4.6392,24.52753749
4.6394,24.52668513
4.6396,24.56772242
4.6398,25.69784982
4.64,24.60790152
4.6402,24.43950512
4.6404,24.56430715
4.6406,24.56345333
4.6408,24.56259952
4.641,24.5617457
4.6412,24.56089188
4.6414,24.56003807
4.6416,24.51730916
4.6418,24.5164568
4.642,24.55747662
4.6422,24.5566228
4.6424,24.51389971
4.6426,24.01063361
4.6428,24.51219499
4.643,24.55320753
4.6432,24.42676338
4.6434,24.50963791
4.6436,24.55064608
4.6438,24.54979227
4.644,24.50708083
4.6442,24.5899408
4.6444,24.54723081
4.6446,24.546377
4.6448,24.58737498
4.645,24.54466936
4.6452,24.54381555
4.6454,26.80272297
4.6456,24.45841596
4.6458,24.49940958
4.646,24.54040028
4.6462,24.45586325
4.6464,24.37133204
4.6466,24.53783883
4.6468,24.41147329
4.647,24.45245963
4.6472,24.49344305
4.6474,24.49259069
4.6476,24.53356975
4.6478,24.53271593
4.648,24.53186211
4.6482,24.23821896
4.6484,24.57198007
4.6486,24.5711248
4.6488,24.61209221
4.649,24.65305671
4.6492,24.61037875
4.6494,24.65134034
4.6496,24.52503158
4.6498,24.60780857
4.65,24.48151
4.6502,24.43884515
4.6504,24.47980528
4.6506,24.47895292
4.6508,24.47810056
4.651,25.27157488
4.6512,24.47639583
4.6514,24.51734723
4.6516,24.47469111
4.6518,24.55744044
4.652,24.51478578
4.6522,24.47213403
4.6524,24.5966711
4.6526,24.55401935
4.6528,24.46957695
4.653,24.5105167
4.6532,24.46787223
4.6534,24.46701986
4.6536,24.42437976
4.6538,24.38174257
4.654,24.38089312
4.6542,24.29647693
4.6544,24.29563039
4.6546,24.37834477
4.6548,24.41927433
4.655,24.41842343
4.6552,24.45934862
4.6554,24.45849626
4.6556,24.45764389
4.6558,24.45679153
4.656,24.49770945
4.6562,24.45508681
4.6564,24.37069973
4.6566,22.19802324
4.6568,24.41076528
4.657,24.36815138
4.6572,24.32554039
4.6574,24.24117224
4.6576,24.19856853
4.6578,24.19772491
4.658,24.19688128
4.6582,24.11252914
4.6584,23.94467721
4.6586,24.11084771
4.6588,24.02650721
4.659,24.02566941
4.6592,24.06657859
4.6594,24.06573933
4.6596,24.06490007
4.6598,24.10580342
4.66,24.06322155
4.6602,24.10412199
4.6604,23.97806655
4.6606,23.9772302
4.6608,24.01812919
4.661,23.93382363
4.6612,23.84952389
4.6614,23.80696095
4.6616,23.72267141
4.6618,23.76357185
4.662,23.72101619
4.6622,19.71457495
4.6624,23.76108465
